"id","title","full_text"
                    
                      Title
                    
                    Development of Biodiversity Finance Plans under Pacific Umbrella Programme-FSM
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-FJI-00641
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-FJI/MICRONESIA                    

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2506:27 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Development of Biodiversity Finance Plans under Pacific Umbrella Programme-RMI
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-FJI-00646
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-FJI/MARSHALL ISLANDS              

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    02-Jul-2510:40 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Development of Biodiversity Finance Plans under Pacific Umbrella Programme-KiR
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-FJI-00643
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-FJI/KIRIBATI                      

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2507:22 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Development of Biodiversity Finance Plans under Pacific Umbrella Programme - Pal
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-FJI-00645
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-FJI/PALAU                         

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    02-Jul-2510:15 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    GTP-IC-Legal Expert for Environmental Justice
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-BIH-01320
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-BIH/BOSNIA AND HERZEGOVINA        

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2509:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    National consultant: Lead Consultant-Illegal wildlife trade specialist-Thailand
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-BRC-00195
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-BRC/THAILAND                      

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2505:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    TOR FOR THE EOI DELIVERY SUPPLY, INSTALLATION, TESTING AND COMMISSIONING...
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-PHL-00726
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-PHL/PHILIPPINES                   

                  


				  
                    
                     Process
                    
                    ITP - Invitation to pre-qualify
                  
	  
				  
                    
                     Deadline
                    
                    02-Jul-2506:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Vehicle maintenance and repair services for UNDP Libya car fleet
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-LBY-00451
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-LBY/LIBYA

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    10-Jul-2506:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Acquisition et installation d’équipements de sport pour le PNUD
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-GIN-00379
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-GIN/GUINEA                        

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    02-Jul-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    NC for the preparation of the national report on the implementation of the SDGs
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-TKM-00209
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-TKM/TURKMENISTAN                  

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2507:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Construction of the multifunctional public space in the Ijevan settlement of the
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-ARM-00731,1
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-ARM/ARMENIA                       

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2503:26 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    IC to Develop a Green Value Chains Guideline
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-IRH-00255
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-IRH/TURKEY                        

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2508:58 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Development of digitalmap of water supply of the cluster community in Uzbekistan
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-UZB-01356
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-UZB/UZBEKISTAN                    

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2507:19 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    RFP-075-IND-2025-Delivery of training on human rights due diligence and guidance
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-IND-00617
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-IND/INDIA                         

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Provision of Services: Conduct Youth Camp ""Empowered Youth- Employed Future""
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-ARM-00733
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-ARM/ARMENIA                       

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    04-Jul-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Provision of Legal Consultancy and Service Providers -VLP
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-SYR-00435
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-SYR/SYRIAN ARAB REPUBLIC          

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    06-Jul-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Framework Agreement - IC National Business Consultant Team Lead – Technical assi
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-ALB-00580
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-ALB/ALBANIA                       

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    07-Jul-2510:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    ViaDinarica-RfQ-Construction of the new zip line, Gacko Municipality
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-BIH-01321
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-BIH/BOSNIA AND HERZEGOVINA        

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2506:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    International Biodiversity Strategic Expert
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-IRQ-01737
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-IRQ/IRAQ                          

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    01-Jul-2507:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    IC-National Consultant, Maritime Environmental Emergency Response
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-YEM-00436
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-YEM/YEMEN                         

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    05-Jul-2504:33 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Pedido Cotação - Modernização Eletrónica do Controle de Acesso no Edifício ONU
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-CPV-00115
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-CPV/CAPE VERDE                    

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2512:00 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Develop Strategy to attract Merchant Cards Acquirers
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-MNE-00592,1
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-MNE/MONTENEGRO

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    10-Jul-2509:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Provision of Consultancy and Training Services for the Climate Change Adaptation
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-YEM-00435
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-YEM/YEMEN                         

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    05-Jul-2503:58 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    IC-International Consultant, Maritime Environmental Emergency Response
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-YEM-00437
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-YEM/YEMEN                         

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    05-Jul-2503:09 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Consultant Elaboration d’un kit de formation ToT sur la traite des êtres humains
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-MAR-00443
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-MAR/MOROCCO                       

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    25-Jun-2501:00 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    National consultant:Expert Consultant-Illegal wildlife trade specialist-Thailand
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-BRC-00196
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-BRC/THAILAND                      

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2510:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Consultor técnico del sector NO AFOLU construcción participativa NDC
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-PRY-00211
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-PRY/PARAGUAY                      

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2510:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    SUPPLY AND INSTALLATION OF 30KVA INVERTER SYSTEM WITH SOLAR PANEL IN 2 LOCATIONS
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-NGA-01132
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-NGA/NIGERIA                       

                  


				  
                    
                     Process
                    
                    ITB - Invitation to bid
                  
	  
				  
                    
                     Deadline
                    
                    04-Jul-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Programme and Project Management Consultant
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-HQ-01700
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-HQ/UNITED STATES OF AMERICA      

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2504:00 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    IC- Support to the implementation and monitoring of the TRRC Recomendations
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-GMB-00390,1
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-GMB/GAMBIA                        

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    26-Jun-2507:07 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    266_Field Data Collection and Validation Expert
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-UKR-01309
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-UKR/UKRAINE                       

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    10-Jul-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    RFQ_Purchase of promotional equipment (pneumatic tent) to support NCPA Civil Pro
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-ALB-00579
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-ALB/ALBANIA                       

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2506:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    ID Card Printer Maintenance Services
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-TZA-00313
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-TZA/TANZANIA                      

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2503:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    RECRUTEMENT D'UN (E) SPECIALISTE EN  POLITIQUE ET GOUVERNANCE DE L'EAU
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-HTI-00455
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-HTI/HAITI                         

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2504:30 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    130605/25 Acuerdo a Lago Plazo Servicio de Desaduanización 2da convocatoria
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-BOL-00481
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-BOL/BOLIVIA                       

                  


				  
                    
                     Process
                    
                    ITB - Invitation to bid
                  
	  
				  
                    
                     Deadline
                    
                    04-Jul-2512:00 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    National Expert to Strengthen Local Community Capacity on Preparedness and EWS
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-TJK-00475
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-TJK/TAJIKISTAN                    

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2503:10 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Consultancy – Technical Specialist Disability inclusion
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-HQ-01712
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-HQ/UNITED STATES OF AMERICA      

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2504:00 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Acquisitions d’Intrants et produits phytosanitaires existants pour la conduite d
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-BEN-00175
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-BEN/BENIN                         

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    10-Jul-2502:30 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Acquisition d'Equipements de suivi de fertilisant organique expérimental vermico
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-BEN-00176
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-BEN/BENIN                         

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    11-Jul-2502:30 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    PAZ - Consultoría para la promoción de alianzas estratégicas para el impulso paz
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-COL-02729,1
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-COL/COLOMBIA                      

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    04-Jul-2503:00 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    REQUEST FOR INFORMATION (RFI) FROM CSO/NGO - Tonga
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-FJI-00650
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-FJI/TONGA                         

                  


				  
                    
                     Process
                    
                    
                  
	  
				  
                    
                     Deadline
                    
                    04-Jul-2503:30 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Supply and Delivery of 6 Tipper Dump Trucks
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-BRB-00147,1
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-BRB/BARBADOS                      

                  


				  
                    
                     Process
                    
                    ITB - Invitation to bid
                  
	  
				  
                    
                     Deadline
                    
                    07-Jul-2501:00 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Provision of primary internet connectivity based on LTA
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-KGZ-00635
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-KGZ/KYRGYZSTAN                    

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2507:25 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Individual Consultant - Responsible Business and Access to Justice
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-IND-00616
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-IND/INDIA                         

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Procurement of Activated Carbon Vessel for GCA project, UNDP Bangladesh
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-BGD-00878
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-BGD/BANGLADESH                    

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2506:30 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Development of digitalmap of power supply of the cluster community in Uzbekistan
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-UZB-01352
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-UZB/UZBEKISTAN                    

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2507:19 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    19-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    UNDP-IC-2025-057: IC- Training Consultant on Crime Scene Management
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-PAK-01235
                  

				  
                    
                     UNDP Office/Country
                    
